#	id	file_path	transparent_color_r	g	b
[TEXTURES]
1	textures\mario.png	255	255	255
40	textures\title1.png	245	245	245
-100	textures\bbox.png	255	255	255
22	textures\misc.png	176	224	248
11	textures\enemies.png	3	26	110
32	textures\tileset.png	60	188	252

#	id	left	top	right	bottom	texture_id
[SPRITES]
# SMALL MARIO
# idle right
401	216	88	229	105	1
411	176	88	189	105	1
# walk
402	255	88	271	105	1
412	134	88	150	105	1
# jump
403	334	88	351	105	1
413	54	88	71	105	1
# last walk
501	215	128	230	145	1
511	175	128	190	145	1
# run
601	214	168	231	185	1
602	254	168	271	185	1
611	174	168	191	185	1
612	134	168	151	185	1
# pick
603	335	168	350	185	1
604	375	168	391	185	1
613	55	168	70	185	1
614	14	168	30	185	1
# run fly
701	214	208	231	225	1
711	174	208	191	225	1
# die
705	374	208	391	225	1
715	14	208	31	225	1
# BIG MARIO
# idle right
801	215	242	229	270	1
811	175	242	190	270	1
# walk
802	254	242	271	270	1
803	294	243	311	270	1
812	134	242	151	270	1
813	94	243	111	270	1
# jump
804	334	243	351	270	1
814	55	243	71	270	1
# sit
805	375	243	391	270	1
815	15	243	30	270	1
# last walk
901	214	282	231	311	1
911	174	282	191	311	1
# kick
902	251	282	274	311	1
912	132	282	152	311	1
# run
10001	212	322	232	350	1
10002	252	322	272	350	1
10003	292	322	312	350	1
10101	171	322	193	350	1
10102	133	322	153	350	1
10103	93	322	113	350	1
# pick
10004	330	322	345	350	1
10005	355	322	371	350	1
10006	380	322	396	350	1
10104	60	322	75	350	1
10105	34	322	50	350	1
10106	9	322	25	350	1
# run fly
11003	332	363	352	390	1
11103	53	363	73	390	1
# MARIO RACCOON
# idle
13001	211	442	233	471	1
13101	184	442	206	471	1
# walk
13003	285	442	308	471	1
13004	313	442	337	471	1
13103	101	442	124	471	1
13104	69	442	93	471	1
# jump
13005	343	442	367	471	1
13105	44	442	68	471	1
# sit
13006	371	442	394	471	1
13106	11	442	34	471	1
# whipping
13301	209	442	233	471	1
13302	235	442	259	471	1
13303	347	482	371	511	1
13304	137	442	170	471	1
13305	382	482	406	511	1
13401	176	442	206	471	1
13402	138	442	170	471	1
13403	348	482	371	511	1
13404	235	442	259	471	1
13405	380	482	406	511	1
# last walk
14001	214	481	231	512	1
14101	174	481	191	512	1
# kick
14002	246	481	269	512	1
14102	136	481	159	512	1
# run 
15001	210	522	235	551	1
15002	250	522	275	551	1
15003	290	522	315	551	1
15101	170	522	196	551	1
15102	130	522	155	551	1
15103	90	522	115	551	1
# pick
15004	321	522	343	551	1
15005	350	522	373	551	1
15006	380	522	404	551	1
15104	62	522	84	551	1
15105	32	522	55	551	1
15106	1	522	26	551	1
# fall 
17001	210	602	234	630	1
17101	171	602	195	630	1
# fall whip
17002	251	602	274	631	1
17102	131	602	154	631	1
# fall fly
17003	290	602	315	631	1
17103	90	602	115	631	1
# run fly
17004	330	602	356	630	1
17104	50	602	75	630	1
# fly
17005	370	602	395	630	1
17105	10	602	35	630	1
#enemy
20001	408	225	424	241	22
30001	5	14	21	29	11
30002	25	14	41	29	11
30003	45	21	61	29	11
9991	0	0	1440	1392	32

#	ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ==== MARIO ====
# SMALL MARIO
# idle
101	401	100
102	411	100
# walk
201	401	100	402	100
202	411	100	412	100
# walk fast
203	401	70	402	70
204	411	70	412	70
# run
205	601	10	602	10
206	611	10	612	10
# fall
300	403	100
301	413	100
# jump
302	403	100
303	413	100
# last walk
306	501	100
307	511	100
# BIG MARIO
111	801	100
112	811	100
# walk
211	801	100	802	100
212	811	100	812	100
# walk false
213	801	70	802	70
214	811	70	812	70
# run
215	10001	70	10002	70	10003	70
216	10101	70	10102	70	10103	70
# fall
310	803	100
311	813	100
# jump
312	804	100
313	814	100
# sit
314	805	100
315	815	100
# last walk
316	901	100
317	911	100
# RACCOON MARIO
# idle
121	13001	100
122	13101	100
# walk
221	13001	100	13003	100	13004	100	13003	100
222	13101	100	13103	100	13104	100	13103	100
# walk fast
223	13001	70	13003	70	13004	70	13003	70
224	13101	70	13103	70	13104	70	13103	70
# run
225	15001	70	15002	70	15003	70
226	15101	70	15102	70	15103	70
# fall
320	17001	100
321	17101	100
# jump
322	13005	100
323	13105	100
